id,event_time,zipcode,price,bedrooms,bathrooms,sqft_living,city,state,county,price_per_sqft,avg_price_by_city,avg_price_per_sqft_by_city,above_avg_price_per_sqft
6cbe86db-812a-47ed-81ec-438e1634901d,2024-10-27T17:39:31Z,40211.0,165000.0,3.0,2.0,1000.0,Louisville,Kentucky,Jefferson,165.0,297231.5438401776,156.73742976048058,1
b961357c-a2ed-4c43-9eca-fa8753d6b5b4,2024-10-27T17:39:31Z,30318.0,338500.0,2.0,4.0,1206.0,Atlanta,Georgia,Fulton,280.67993366500826,690797.5069532237,752.1646410903646,0
4fb79f8a-ce20-44b0-9505-8d4d1f91ee68,2024-10-27T17:39:31Z,38134.0,210000.0,3.0,2.0,1400.0,Memphis,Tennessee,Shelby,150.0,265307.38385093166,234.76861949752632,0
c2e40c85-4b3b-4c04-82b8-a244f9792c28,2024-10-27T17:39:31Z,28110.0,309900.0,3.0,3.0,2500.0,Monroe,North Carolina,Unknown,123.96,441114.5,176.44580000000002,0
6861912f-c22b-453b-be49-5c9efd715b4b,2024-10-27T17:39:31Z,43725.0,95000.0,3.0,3.0,2500.0,Cambridge,Ohio,Unknown,38.0,576214.1428571428,230.48565714285718,0
7067c068-9139-411f-a467-2c36cbd35612,2024-10-27T17:39:31Z,74134.0,679900.0,5.0,5.0,3902.0,Tulsa,Oklahoma,Tulsa,174.24397744746284,369672.84661835746,153.21701489152383,1
e216f853-4963-4216-9edb-7b9d75d5d592,2024-10-27T17:39:31Z,30305.0,2350000.0,6.0,8.0,9010.0,Atlanta,Georgia,Fulton,260.82130965593785,690797.5069532237,752.1646410903646,0
65b04f34-cde1-4081-bcae-54283af3aa41,2024-10-27T17:39:31Z,Unknown,302000.0,2.0,1.0,900.0,Enumclaw,Unknown,Unknown,335.55555555555554,328039.94252872415,171.97834635869276,1
0e496c11-9c1d-48a1-b426-24ae418e9188,2024-10-27T17:39:31Z,85020.0,375000.0,2.0,2.0,1548.0,Phoenix,Arizona,Maricopa,242.24806201550388,600357.8486005089,306.3450945474903,0
92e15465-75eb-438f-9d06-716903cf0ce5,2024-10-27T17:39:31Z,48228.0,99900.0,3.0,2.0,1036.0,Detroit,Michigan,Wayne,96.42857142857143,137365.1791831357,96.3104118123206,1
